date,hour,O3,O3_24h,O3_8h,O3_8h_24h
20150102,0,40.0,103.0,43.0,86.0
20150102,1,11.0,47.0,11.0,36.0
20150102,2,10.0,47.0,11.0,36.0
20150102,3,13.0,47.0,11.0,36.0
20150102,4,15.0,47.0,11.0,36.0
20150102,5,12.0,47.0,11.0,36.0
20150102,6,14.0,47.0,11.0,36.0
20150102,7,13.0,47.0,12.0,36.0
20150102,8,14.0,47.0,12.0,36.0
20150102,9,16.0,47.0,13.0,36.0
20150102,10,18.0,47.0,14.0,36.0
20150102,11,24.0,46.0,16.0,36.0
20150102,12,29.0,47.0,17.0,36.0
20150102,13,33.0,47.0,20.0,36.0
20150102,14,35.0,46.0,23.0,36.0
20150102,15,33.0,45.0,25.0,36.0
20150102,16,34.0,40.0,28.0,36.0
20150102,17,31.0,36.0,30.0,36.0
20150102,18,24.0,36.0,30.0,34.0
20150102,19,22.0,36.0,30.0,33.0
20150102,20,21.0,36.0,29.0,31.0
20150102,21,17.0,36.0,27.0,31.0
20150102,22,12.0,36.0,24.0,31.0
20150102,23,11.0,36.0,21.0,31.0
20150103,0,10.0,36.0,19.0,31.0
20150103,1,10.0,36.0,16.0,31.0
20150103,2,10.0,36.0,14.0,31.0
20150103,3,10.0,36.0,13.0,31.0
20150103,4,10.0,36.0,12.0,31.0
20150103,5,10.0,36.0,11.0,31.0
20150103,6,10.0,36.0,10.0,31.0
20150103,7,11.0,36.0,10.0,31.0
20150103,8,12.0,36.0,10.0,31.0
20150103,9,12.0,37.0,11.0,32.0
20150103,10,14.0,37.0,12.0,32.0
20150103,11,17.0,37.0,12.0,32.0
20150103,12,21.0,36.0,13.0,31.0
20150103,13,26.0,36.0,15.0,31.0
20150103,14,29.0,35.0,18.0,30.0
20150103,15,34.0,39.0,20.0,31.0
20150103,16,32.0,39.0,23.0,31.0
20150103,17,22.0,36.0,25.0,31.0
20150103,18,15.0,36.0,25.0,31.0
20150103,19,11.0,36.0,24.0,30.0
20150103,20,11.0,36.0,22.0,29.0
20150103,21,11.0,36.0,21.0,27.0
20150103,22,10.0,36.0,18.0,26.0
20150103,23,10.0,36.0,15.0,25.0
20150104,0,10.0,36.0,13.0,25.0
20150104,12,12.0,36.0,12.0,25.0
20150104,13,15.0,36.0,11.0,25.0
20150104,14,23.0,36.0,13.0,25.0
20150104,15,38.0,44.0,16.0,25.0
20150104,16,48.0,49.0,21.0,27.0
20150104,17,45.0,50.0,25.0,29.0
20150104,19,21.0,50.0,30.0,30.0
20150104,20,13.0,50.0,29.0,30.0
20150104,21,13.0,50.0,29.0,30.0
20150104,22,12.0,50.0,28.0,30.0
20150104,23,12.0,50.0,24.0,30.0
20150105,0,11.0,50.0,20.0,30.0
20150105,1,11.0,50.0,16.0,30.0
20150105,2,11.0,50.0,13.0,30.0
20150105,3,13.0,50.0,12.0,30.0
20150105,4,12.0,50.0,12.0,30.0
20150105,5,11.0,50.0,12.0,30.0
20150105,6,11.0,50.0,11.0,30.0
20150105,7,10.0,50.0,11.0,30.0
20150105,8,10.0,50.0,11.0,30.0
20150105,9,10.0,50.0,11.0,30.0
20150105,10,14.0,50.0,11.0,30.0
20150105,11,16.0,50.0,12.0,30.0
20150105,12,17.0,50.0,12.0,30.0
20150105,13,16.0,50.0,13.0,30.0
20150105,14,17.0,50.0,14.0,30.0
20150105,17,15.0,35.0,16.0,31.0
20150105,18,16.0,25.0,16.0,32.0
20150105,19,17.0,22.0,16.0,32.0
20150105,20,17.0,22.0,16.0,32.0
20150105,21,17.0,22.0,17.0,31.0
20150105,22,21.0,24.0,17.0,28.0
20150105,23,24.0,26.0,18.0,25.0
20150106,0,23.0,26.0,19.0,22.0
20150106,1,25.0,27.0,20.0,21.0
20150106,2,30.0,31.0,22.0,22.0
20150106,3,34.0,35.0,24.0,24.0
20150106,4,37.0,38.0,27.0,27.0
20150106,5,40.0,41.0,29.0,30.0
20150106,6,40.0,42.0,32.0,32.0
20150106,7,39.0,42.0,34.0,34.0
20150106,8,35.0,42.0,35.0,36.0
20150106,9,35.0,42.0,36.0,37.0
20150106,11,42.0,45.0,38.0,39.0
20150106,13,43.0,50.0,39.0,41.0
20150106,14,45.0,52.0,40.0,42.0
20150106,15,41.0,52.0,40.0,42.0
20150106,16,37.0,52.0,40.0,43.0
20150106,17,31.0,52.0,40.0,43.0
20150106,18,20.0,52.0,38.0,43.0
20150106,19,18.0,52.0,35.0,43.0
20150106,20,19.0,52.0,32.0,43.0
20150106,21,18.0,52.0,29.0,43.0
20150106,22,16.0,52.0,25.0,43.0
20150106,23,16.0,52.0,22.0,43.0
20150107,0,17.0,52.0,19.0,43.0
20150107,1,18.0,52.0,18.0,43.0
20150107,2,17.0,52.0,17.0,43.0
20150107,3,18.0,52.0,17.0,43.0
20150107,4,17.0,52.0,17.0,43.0
20150107,5,17.0,52.0,17.0,43.0
20150107,6,17.0,52.0,17.0,43.0
20150107,7,16.0,51.0,17.0,43.0
20150107,8,11.0,50.0,16.0,43.0
20150107,9,12.0,50.0,16.0,42.0
20150107,10,13.0,50.0,15.0,42.0
20150107,11,16.0,52.0,16.0,42.0
20150107,12,32.0,55.0,18.0,42.0
20150107,13,32.0,55.0,19.0,42.0
20150107,14,36.0,51.0,21.0,42.0
20150107,15,32.0,48.0,23.0,42.0
20150107,16,28.0,45.0,25.0,41.0
20150107,17,25.0,45.0,27.0,39.0
20150107,18,21.0,45.0,28.0,36.0
20150107,19,20.0,45.0,28.0,33.0
20150107,20,20.0,45.0,26.0,31.0
20150107,21,19.0,45.0,25.0,29.0
20150107,22,19.0,45.0,23.0,29.0
20150107,23,13.0,45.0,21.0,29.0
20150108,0,12.0,45.0,19.0,29.0
20150108,1,13.0,45.0,17.0,29.0
20150108,2,13.0,45.0,16.0,29.0
20150108,3,12.0,45.0,15.0,29.0
20150108,4,12.0,46.0,14.0,29.0
20150108,5,13.0,46.0,13.0,29.0
20150108,6,15.0,46.0,13.0,29.0
20150108,7,15.0,46.0,13.0,30.0
20150108,8,15.0,46.0,14.0,30.0
20150108,9,15.0,46.0,14.0,30.0
20150108,10,14.0,46.0,14.0,30.0
20150108,11,26.0,47.0,15.0,30.0
20150108,12,26.0,39.0,17.0,30.0
20150108,13,48.0,55.0,22.0,30.0
20150108,14,54.0,61.0,27.0,32.0
20150108,15,56.0,62.0,32.0,36.0
20150108,16,50.0,62.0,36.0,40.0
20150108,17,37.0,62.0,39.0,42.0
20150108,19,22.0,62.0,40.0,43.0
20150108,20,21.0,62.0,39.0,43.0
20150108,23,24.0,62.0,28.0,42.0
20150109,0,28.0,62.0,25.0,43.0
20150109,1,32.0,62.0,25.0,43.0
20150109,2,31.0,63.0,25.0,44.0
20150109,3,31.0,63.0,26.0,44.0
20150109,4,28.0,63.0,27.0,44.0
20150109,5,26.0,63.0,28.0,45.0
20150109,6,24.0,63.0,28.0,45.0
20150109,7,23.0,63.0,28.0,45.0
20150109,8,22.0,63.0,27.0,45.0
20150109,9,22.0,63.0,26.0,45.0
20150109,10,26.0,63.0,25.0,45.0
20150109,11,48.0,75.0,28.0,45.0
20150109,12,41.0,75.0,29.0,45.0
20150109,13,45.0,72.0,31.0,45.0
20150109,14,52.0,72.0,35.0,46.0
20150109,15,54.0,72.0,39.0,46.0
20150109,16,52.0,70.0,43.0,47.0
20150109,17,42.0,70.0,45.0,48.0
20150109,18,27.0,70.0,45.0,48.0
20150109,19,23.0,70.0,42.0,48.0
20150109,21,24.0,70.0,37.0,46.0
20150109,22,22.0,70.0,34.0,46.0
20150109,23,22.0,70.0,30.0,46.0
20150110,0,21.0,70.0,26.0,46.0
20150110,1,21.0,70.0,23.0,46.0
20150110,2,21.0,70.0,23.0,47.0
20150110,3,18.0,70.0,22.0,47.0
20150110,4,20.0,70.0,21.0,47.0
20150110,5,16.0,70.0,20.0,47.0
20150110,6,18.0,70.0,19.0,47.0
20150110,7,19.0,70.0,18.0,47.0
20150110,8,19.0,70.0,18.0,47.0
20150110,9,16.0,71.0,17.0,47.0
20150110,10,18.0,71.0,17.0,47.0
20150110,11,23.0,58.0,17.0,47.0
20150110,12,30.0,58.0,19.0,47.0
20150110,13,35.0,58.0,21.0,47.0
20150110,14,43.0,56.0,24.0,47.0
20150110,15,46.0,55.0,28.0,47.0
20150110,16,41.0,52.0,31.0,47.0
20150110,17,31.0,50.0,33.0,47.0
20150110,18,23.0,50.0,34.0,43.0
20150110,19,21.0,50.0,34.0,41.0
20150110,20,24.0,50.0,33.0,39.0
20150110,21,23.0,50.0,31.0,37.0
20150110,22,20.0,50.0,28.0,36.0
20150110,23,20.0,50.0,24.0,35.0
20150111,0,17.0,50.0,21.0,35.0
20150111,1,20.0,50.0,19.0,35.0
20150111,2,20.0,50.0,21.0,35.0
20150111,3,19.0,50.0,21.0,35.0
20150111,4,17.0,50.0,20.0,35.0
20150111,6,20.0,50.0,19.0,35.0
20150111,7,22.0,50.0,19.0,35.0
20150111,8,18.0,50.0,20.0,35.0
20150111,9,18.0,50.0,20.0,35.0
20150111,10,21.0,50.0,18.0,35.0
20150111,11,28.0,50.0,19.0,35.0
20150111,12,38.0,51.0,22.0,35.0
20150111,13,54.0,55.0,27.0,35.0
20150111,14,64.0,64.0,32.0,36.0
20150111,15,67.0,67.0,38.0,39.0
20150111,16,59.0,67.0,44.0,44.0
20150111,17,44.0,67.0,47.0,47.0
20150111,18,37.0,67.0,49.0,49.0
20150111,19,40.0,67.0,50.0,50.0
20150111,20,45.0,67.0,51.0,51.0
20150111,21,44.0,67.0,50.0,51.0
20150111,22,35.0,67.0,46.0,51.0
20150111,23,36.0,67.0,43.0,51.0
20150112,0,35.0,67.0,40.0,51.0
20150112,1,35.0,67.0,38.0,51.0
20150112,2,33.0,67.0,38.0,51.0
20150112,3,24.0,67.0,36.0,51.0
20150112,4,17.0,67.0,32.0,51.0
20150112,5,14.0,67.0,29.0,51.0
20150112,6,14.0,67.0,26.0,51.0
20150112,7,15.0,67.0,23.0,51.0
20150112,8,15.0,67.0,20.0,51.0
20150112,9,12.0,67.0,18.0,51.0
20150112,10,13.0,67.0,15.0,51.0
20150112,11,17.0,61.0,14.0,47.0
20150112,13,31.0,63.0,17.0,48.0
20150112,14,37.0,64.0,20.0,49.0
20150112,15,40.0,57.0,24.0,49.0
20150112,16,42.0,51.0,27.0,49.0
20150112,17,42.0,52.0,31.0,49.0
20150112,18,31.0,51.0,33.0,49.0
20150112,22,12.0,44.0,26.0,42.0
20150112,23,12.0,42.0,23.0,41.0
20150113,0,12.0,44.0,19.0,39.0
20150113,1,12.0,44.0,15.0,38.0
20150113,2,13.0,44.0,13.0,37.0
20150113,3,12.0,44.0,13.0,35.0
20150113,4,12.0,44.0,12.0,34.0
20150113,5,13.0,44.0,12.0,34.0
20150113,6,13.0,44.0,12.0,34.0
20150113,7,12.0,44.0,12.0,33.0
20150113,8,11.0,44.0,12.0,33.0
20150113,9,11.0,44.0,12.0,33.0
20150113,10,12.0,44.0,12.0,33.0
20150113,11,22.0,44.0,12.0,33.0
20150113,12,31.0,49.0,15.0,33.0
20150113,13,26.0,49.0,16.0,33.0
20150113,14,33.0,49.0,19.0,33.0
20150113,15,34.0,50.0,22.0,33.0
20150113,16,34.0,49.0,25.0,33.0
20150113,17,34.0,47.0,28.0,33.0
20150113,18,26.0,47.0,30.0,33.0
20150113,19,20.0,47.0,30.0,33.0
20150113,20,18.0,47.0,28.0,32.0
20150113,21,16.0,47.0,27.0,31.0
20150113,22,16.0,47.0,25.0,31.0
20150113,23,16.0,47.0,23.0,31.0
20150114,0,13.0,47.0,20.0,31.0
20150114,1,13.0,47.0,17.0,31.0
20150114,2,14.0,47.0,16.0,31.0
20150114,3,14.0,47.0,15.0,31.0
20150114,4,14.0,47.0,15.0,31.0
20150114,5,13.0,47.0,14.0,31.0
20150114,6,13.0,47.0,14.0,31.0
20150114,7,13.0,47.0,14.0,31.0
20150114,8,14.0,47.0,14.0,31.0
20150114,9,16.0,47.0,14.0,31.0
20150114,10,16.0,47.0,14.0,31.0
20150114,12,27.0,48.0,18.0,32.0
20150114,13,32.0,48.0,20.0,32.0
20150114,14,33.0,48.0,23.0,32.0
20150114,15,35.0,49.0,26.0,33.0
20150114,16,43.0,56.0,29.0,34.0
20150114,17,28.0,55.0,31.0,34.0
20150114,18,19.0,55.0,31.0,34.0
20150114,19,14.0,55.0,29.0,33.0
20150114,20,13.0,55.0,27.0,32.0
20150114,21,13.0,55.0,25.0,32.0
20150114,22,12.0,55.0,22.0,31.0
20150114,23,13.0,55.0,19.0,31.0
20150115,0,14.0,55.0,16.0,31.0
20150115,1,13.0,55.0,14.0,31.0
20150115,2,12.0,55.0,13.0,31.0
20150115,3,12.0,55.0,13.0,31.0
20150115,4,11.0,55.0,13.0,31.0
20150115,5,12.0,55.0,12.0,31.0
20150115,6,12.0,55.0,12.0,31.0
20150115,7,11.0,55.0,12.0,31.0
20150115,8,12.0,55.0,12.0,31.0
20150115,9,13.0,55.0,12.0,31.0
20150115,10,13.0,55.0,12.0,31.0
20150115,11,15.0,45.0,12.0,31.0
20150115,13,17.0,54.0,15.0,31.0
20150115,14,18.0,54.0,16.0,31.0
20150115,15,23.0,53.0,17.0,31.0
20150115,16,24.0,40.0,19.0,31.0
20150115,17,20.0,36.0,19.0,31.0
20150115,18,15.0,36.0,20.0,30.0
20150115,19,13.0,36.0,20.0,28.0
20150115,20,13.0,36.0,18.0,26.0
20150115,21,13.0,36.0,17.0,24.0
20150115,22,13.0,36.0,16.0,22.0
20150115,23,14.0,36.0,16.0,20.0
20150116,0,16.0,36.0,15.0,20.0
20150116,1,19.0,36.0,14.0,20.0
20150116,2,22.0,38.0,15.0,20.0
20150116,3,24.0,40.0,17.0,21.0
20150116,4,27.0,41.0,18.0,21.0
20150116,5,26.0,42.0,20.0,23.0
20150116,6,26.0,43.0,22.0,24.0
20150116,7,23.0,43.0,23.0,25.0
20150116,8,21.0,43.0,23.0,25.0
20150116,9,28.0,43.0,25.0,26.0
20150116,10,35.0,47.0,26.0,28.0
20150116,11,46.0,54.0,29.0,30.0
20150116,12,54.0,54.0,32.0,33.0
20150116,13,59.0,60.0,36.0,37.0
20150116,14,63.0,63.0,41.0,42.0
20150116,15,77.0,79.0,48.0,49.0
20150116,17,55.0,81.0,56.0,57.0
20150116,18,33.0,79.0,56.0,57.0
20150116,19,32.0,79.0,53.0,57.0
20150116,21,24.0,79.0,45.0,57.0
20150116,22,35.0,79.0,41.0,57.0
20150116,23,37.0,79.0,36.0,57.0
20150117,0,32.0,79.0,33.0,57.0
20150117,1,29.0,79.0,30.0,57.0
20150117,2,25.0,79.0,29.0,58.0
20150117,3,24.0,79.0,29.0,58.0
20150117,4,24.0,79.0,29.0,59.0
20150117,5,23.0,79.0,29.0,59.0
20150117,6,23.0,79.0,27.0,59.0
20150117,7,22.0,79.0,25.0,59.0
20150117,8,21.0,79.0,24.0,59.0
20150117,9,23.0,79.0,23.0,59.0
20150117,10,28.0,79.0,24.0,59.0
20150117,11,36.0,79.0,25.0,59.0
20150117,12,48.0,80.0,29.0,59.0
20150117,13,72.0,81.0,35.0,59.0
20150117,14,65.0,83.0,40.0,59.0
20150117,15,67.0,80.0,46.0,60.0
20150117,16,63.0,79.0,51.0,61.0
20150117,17,61.0,78.0,56.0,62.0
20150117,18,53.0,78.0,59.0,62.0
20150117,19,43.0,78.0,60.0,61.0
20150117,20,35.0,78.0,58.0,61.0
20150117,21,29.0,78.0,52.0,61.0
20150117,22,26.0,78.0,47.0,61.0
20150117,23,23.0,78.0,42.0,61.0
20150118,3,37.0,78.0,30.0,61.0
20150118,4,38.0,79.0,31.0,61.0
20150118,5,36.0,79.0,31.0,61.0
20150118,6,37.0,79.0,33.0,61.0
20150118,7,33.0,79.0,34.0,61.0
20150118,8,28.0,79.0,34.0,61.0
20150118,9,31.0,79.0,35.0,61.0
20150118,10,36.0,79.0,35.0,61.0
20150118,11,46.0,79.0,36.0,61.0
20150118,12,54.0,79.0,38.0,61.0
20150118,13,64.0,74.0,41.0,61.0
20150118,14,69.0,76.0,45.0,61.0
20150118,15,72.0,75.0,50.0,61.0
20150118,16,72.0,75.0,55.0,62.0
20150118,17,71.0,76.0,60.0,65.0
20150118,18,62.0,76.0,64.0,67.0
20150118,20,40.0,76.0,62.0,67.0
20150118,21,35.0,76.0,58.0,67.0
20150118,22,34.0,76.0,54.0,67.0
20150118,23,33.0,76.0,49.0,67.0
20150119,1,21.0,76.0,37.0,67.0
20150119,2,18.0,76.0,32.0,67.0
20150119,3,19.0,76.0,28.0,67.0
20150119,4,18.0,76.0,26.0,67.0
20150119,5,17.0,76.0,23.0,67.0
20150119,6,16.0,75.0,21.0,67.0
20150119,7,15.0,75.0,19.0,67.0
20150119,8,11.0,75.0,17.0,67.0
20150119,9,13.0,75.0,16.0,66.0
20150119,10,15.0,75.0,16.0,66.0
20150119,11,33.0,85.0,17.0,66.0
20150119,12,31.0,85.0,19.0,66.0
20150119,13,50.0,85.0,23.0,66.0
20150119,14,54.0,85.0,28.0,66.0
20150119,15,50.0,84.0,32.0,66.0
20150119,16,52.0,82.0,37.0,66.0
20150119,17,52.0,77.0,42.0,66.0
20150119,18,44.0,75.0,46.0,65.0
20150119,19,43.0,75.0,47.0,63.0
20150119,20,38.0,75.0,48.0,60.0
20150119,21,36.0,75.0,46.0,58.0
20150119,22,33.0,75.0,43.0,56.0
20150119,23,32.0,74.0,41.0,55.0
20150120,0,32.0,73.0,39.0,54.0
20150120,1,29.0,73.0,36.0,53.0
20150120,2,23.0,73.0,33.0,52.0
20150120,3,21.0,73.0,30.0,52.0
20150120,4,23.0,74.0,28.0,52.0
20150120,5,23.0,74.0,26.0,53.0
20150120,6,22.0,74.0,25.0,53.0
20150120,7,21.0,74.0,23.0,53.0
20150120,8,20.0,74.0,21.0,53.0
20150120,9,16.0,74.0,19.0,53.0
20150120,10,25.0,74.0,22.0,53.0
20150120,11,21.0,61.0,19.0,53.0
20150120,12,26.0,62.0,20.0,53.0
20150120,13,28.0,60.0,21.0,53.0
20150120,14,32.0,59.0,22.0,53.0
20150120,15,31.0,59.0,24.0,53.0
20150120,16,31.0,56.0,26.0,53.0
20150120,17,26.0,49.0,27.0,53.0
20150120,18,24.0,46.0,27.0,51.0
20150120,19,18.0,45.0,27.0,51.0
20150120,20,12.0,43.0,25.0,49.0
20150120,21,13.0,42.0,22.0,46.0
20150120,22,18.0,42.0,21.0,43.0
20150120,23,14.0,41.0,18.0,41.0
20150121,0,12.0,40.0,16.0,38.0
20150121,1,13.0,39.0,15.0,36.0
20150121,2,14.0,39.0,14.0,34.0
20150121,3,14.0,39.0,13.0,32.0
20150121,4,14.0,39.0,14.0,30.0
20150121,5,13.0,39.0,14.0,29.0
20150121,6,13.0,39.0,14.0,29.0
20150121,7,13.0,39.0,13.0,28.0
20150121,8,14.0,39.0,14.0,28.0
20150121,9,14.0,39.0,14.0,28.0
20150121,10,22.0,40.0,15.0,28.0
20150121,11,21.0,40.0,16.0,28.0
20150121,12,33.0,43.0,18.0,28.0
20150121,13,39.0,47.0,21.0,29.0
20150121,14,42.0,50.0,25.0,31.0
20150121,15,43.0,51.0,28.0,34.0
20150121,16,41.0,50.0,32.0,37.0
20150121,17,40.0,50.0,35.0,40.0
20150121,18,36.0,48.0,37.0,42.0
20150121,19,32.0,48.0,38.0,42.0
20150121,21,25.0,48.0,36.0,41.0
20150121,22,22.0,48.0,34.0,41.0
20150121,23,17.0,48.0,30.0,40.0
20150122,0,16.0,48.0,27.0,40.0
20150122,1,16.0,48.0,24.0,40.0
20150122,2,18.0,48.0,22.0,40.0
20150122,3,10.0,48.0,20.0,40.0
20150122,4,11.0,47.0,17.0,40.0
20150122,5,13.0,47.0,15.0,40.0
20150122,6,12.0,47.0,14.0,40.0
20150122,7,11.0,47.0,14.0,40.0
20150122,8,11.0,47.0,13.0,40.0
20150122,9,13.0,47.0,12.0,40.0
20150122,10,16.0,45.0,12.0,40.0
20150122,11,25.0,45.0,14.0,40.0
20150122,12,37.0,46.0,17.0,39.0
20150122,13,45.0,51.0,21.0,39.0
20150122,14,62.0,67.0,27.0,40.0
20150122,15,49.0,68.0,32.0,40.0
20150122,16,49.0,69.0,37.0,42.0
20150122,17,58.0,81.0,43.0,47.0
20150122,18,35.0,81.0,45.0,49.0
20150122,19,26.0,81.0,45.0,49.0
20150122,20,21.0,81.0,43.0,49.0
20150122,21,18.0,81.0,40.0,49.0
20150122,22,18.0,81.0,34.0,48.0
20150122,23,15.0,81.0,30.0,48.0
20150123,0,14.0,81.0,26.0,48.0
20150123,3,10.0,80.0,16.0,48.0
20150123,4,9.0,80.0,14.0,48.0
20150123,5,9.0,79.0,13.0,48.0
20150123,6,8.0,78.0,11.0,48.0
20150123,7,8.0,78.0,10.0,47.0
20150123,8,9.0,78.0,9.0,47.0
20150123,9,9.0,78.0,9.0,47.0
20150123,10,12.0,78.0,9.0,47.0
20150123,11,12.0,78.0,10.0,46.0
20150123,13,24.0,78.0,12.0,46.0
20150123,14,31.0,62.0,15.0,46.0
20150123,16,44.0,62.0,23.0,46.0
20150123,17,47.0,49.0,28.0,46.0
20150123,18,38.0,50.0,31.0,45.0
20150123,19,21.0,49.0,32.0,44.0
20150123,20,14.0,49.0,32.0,41.0
20150123,21,11.0,49.0,30.0,37.0
20150123,22,11.0,49.0,28.0,35.0
20150123,23,12.0,49.0,25.0,34.0
20150124,0,12.0,49.0,21.0,33.0
20150124,1,13.0,49.0,16.0,33.0
20150124,2,11.0,49.0,13.0,33.0
20150124,3,11.0,49.0,12.0,33.0
20150124,4,11.0,49.0,11.0,33.0
20150124,5,12.0,49.0,11.0,33.0
20150124,6,12.0,49.0,11.0,33.0
20150124,7,14.0,49.0,13.0,34.0
20150124,8,12.0,50.0,12.0,33.0
20150124,9,12.0,50.0,11.0,33.0
20150124,10,14.0,50.0,13.0,34.0
20150124,11,13.0,50.0,12.0,34.0
20150124,12,14.0,50.0,14.0,34.0
20150124,13,13.0,50.0,13.0,34.0
20150124,14,14.0,49.0,13.0,34.0
20150124,15,16.0,49.0,14.0,35.0
20150124,17,14.0,39.0,13.0,34.0
20150124,18,13.0,23.0,13.0,34.0
20150124,19,13.0,18.0,13.0,34.0
20150124,20,13.0,17.0,13.0,32.0
20150124,21,13.0,17.0,13.0,29.0
20150124,22,13.0,17.0,14.0,26.0
20150124,23,13.0,18.0,12.0,22.0
20150125,0,13.0,18.0,12.0,18.0
20150125,1,13.0,17.0,12.0,15.0
20150125,2,13.0,17.0,12.0,14.0
20150125,3,13.0,17.0,12.0,14.0
20150125,4,12.0,17.0,12.0,14.0
20150125,5,12.0,17.0,12.0,15.0
20150125,6,12.0,17.0,13.0,15.0
20150125,7,12.0,17.0,13.0,14.0
20150125,8,12.0,17.0,13.0,15.0
20150125,9,11.0,17.0,12.0,15.0
20150125,10,11.0,17.0,12.0,15.0
20150125,11,10.0,17.0,12.0,15.0
20150125,12,12.0,17.0,12.0,15.0
20150125,13,13.0,17.0,12.0,15.0
20150125,14,13.0,17.0,12.0,15.0
20150125,15,12.0,17.0,12.0,15.0
20150125,16,11.0,17.0,12.0,15.0
20150125,17,11.0,16.0,12.0,15.0
20150125,18,10.0,16.0,11.0,15.0
20150125,19,9.0,16.0,11.0,15.0
20150125,20,9.0,16.0,11.0,15.0
20150125,21,10.0,16.0,10.0,15.0
20150125,22,10.0,16.0,10.0,14.0
20150125,23,10.0,16.0,10.0,14.0
20150126,0,10.0,16.0,10.0,15.0
20150126,1,10.0,16.0,10.0,14.0
20150126,2,10.0,15.0,10.0,14.0
20150126,3,10.0,15.0,10.0,14.0
20150126,4,10.0,15.0,10.0,14.0
20150126,5,10.0,15.0,10.0,14.0
20150126,6,10.0,15.0,10.0,14.0
20150126,7,10.0,15.0,10.0,14.0
20150126,8,10.0,14.0,10.0,13.0
20150126,9,11.0,14.0,10.0,13.0
20150126,10,15.0,17.0,11.0,13.0
20150126,11,14.0,17.0,11.0,13.0
20150126,12,16.0,18.0,12.0,13.0
20150126,13,14.0,19.0,12.0,14.0
20150126,15,22.0,23.0,15.0,15.0
20150126,16,31.0,39.0,17.0,18.0
20150126,17,16.0,39.0,18.0,18.0
20150126,18,14.0,39.0,18.0,18.0
20150126,19,13.0,39.0,18.0,18.0
20150126,20,13.0,39.0,17.0,18.0
20150126,21,16.0,39.0,18.0,18.0
20150126,23,22.0,44.0,18.0,19.0
20150127,0,23.0,44.0,17.0,20.0
20150127,1,24.0,45.0,18.0,21.0
20150127,2,25.0,45.0,19.0,22.0
20150127,3,23.0,45.0,21.0,24.0
20150127,4,21.0,45.0,21.0,25.0
20150127,5,22.0,45.0,22.0,26.0
20150127,6,25.0,46.0,23.0,27.0
20150127,7,25.0,47.0,24.0,27.0
20150127,8,25.0,47.0,24.0,27.0
20150127,9,24.0,47.0,24.0,27.0
20150127,10,28.0,47.0,24.0,28.0
20150127,11,32.0,50.0,25.0,28.0
20150127,12,33.0,52.0,27.0,30.0
20150127,13,35.0,54.0,28.0,31.0
20150127,14,39.0,56.0,30.0,33.0
20150127,15,40.0,57.0,32.0,34.0
20150127,16,38.0,42.0,34.0,36.0
20150127,17,39.0,42.0,35.0,37.0
20150127,18,51.0,54.0,38.0,38.0
20150127,19,55.0,58.0,41.0,41.0
20150127,20,35.0,58.0,42.0,42.0
20150127,21,23.0,58.0,42.0,43.0
20150127,22,20.0,58.0,41.0,44.0
20150127,23,18.0,58.0,40.0,45.0
20150128,0,21.0,58.0,40.0,47.0
20150128,1,24.0,58.0,43.0,52.0
20150128,2,25.0,58.0,44.0,54.0
20150128,3,23.0,58.0,24.0,54.0
20150128,4,22.0,58.0,22.0,54.0
20150128,5,23.0,58.0,22.0,54.0
20150128,6,23.0,58.0,22.0,54.0
20150128,7,26.0,58.0,23.0,54.0
20150128,8,36.0,58.0,35.0,54.0
20150128,9,34.0,58.0,34.0,54.0
20150128,10,32.0,58.0,32.0,54.0
20150128,11,37.0,58.0,33.0,54.0
20150128,12,40.0,58.0,34.0,54.0
20150128,13,42.0,58.0,35.0,54.0
20150128,14,42.0,59.0,37.0,54.0
20150128,16,40.0,58.0,39.0,54.0
20150128,17,32.0,58.0,38.0,54.0
20150128,18,28.0,58.0,38.0,54.0
20150128,19,28.0,51.0,37.0,54.0
20150128,20,32.0,51.0,36.0,53.0
20150128,21,31.0,51.0,35.0,52.0
20150128,22,28.0,51.0,33.0,52.0
20150128,23,24.0,51.0,31.0,52.0
20150129,0,24.0,51.0,29.0,52.0
20150129,1,25.0,51.0,28.0,52.0
20150129,2,24.0,51.0,27.0,46.0
20150129,5,20.0,51.0,24.0,46.0
20150129,6,16.0,51.0,22.0,46.0
20150129,7,15.0,51.0,21.0,46.0
20150129,8,15.0,48.0,20.0,44.0
20150129,9,17.0,46.0,19.0,42.0
20150129,10,21.0,46.0,19.0,41.0
20150129,11,26.0,46.0,19.0,41.0
20150129,12,26.0,46.0,20.0,40.0
20150129,13,32.0,46.0,21.0,40.0
20150129,14,33.0,44.0,23.0,40.0
20150129,15,33.0,41.0,25.0,39.0
20150129,16,31.0,38.0,28.0,39.0
20150129,17,28.0,37.0,29.0,38.0
20150129,18,20.0,37.0,29.0,37.0
20150129,19,15.0,37.0,28.0,36.0
20150129,20,14.0,37.0,26.0,35.0
20150129,21,12.0,36.0,23.0,33.0
20150129,22,10.0,36.0,20.0,32.0
20150129,23,10.0,36.0,18.0,31.0
20150130,0,12.0,36.0,15.0,31.0
20150130,1,11.0,37.0,13.0,31.0
20150130,2,10.0,37.0,12.0,31.0
20150130,3,11.0,37.0,11.0,31.0
20150130,4,12.0,36.0,11.0,31.0
20150130,5,12.0,36.0,11.0,31.0
20150130,6,13.0,36.0,11.0,31.0
20150130,7,13.0,36.0,12.0,31.0
